,val_loss,loss
0,0.11371941864490509,0.4069290110170013
1,0.018449686467647552,0.0917228245357276
2,0.06633944809436798,0.09124927197698994
3,0.029742348939180374,0.10535420144287798
4,0.008051189593970776,0.06176255773879959
5,0.020476119592785835,0.04616459362805417
6,0.023243984207510948,0.05354855983158379
7,0.013087159022688866,0.05308029611330799
8,0.006233731750398874,0.043712975557523716
9,0.007158544380217791,0.040226200496226015
10,0.007668670266866684,0.039794080814732
11,0.0062177786603569984,0.03819286214466738
12,0.006188452243804932,0.03857869641061653
13,0.0067488281056284904,0.03480942651015937
14,0.00625568488612771,0.03508736806690889
15,0.005526102147996426,0.03378783742280644
16,0.005146802868694067,0.03420935421956251
17,0.004882190842181444,0.032442414887996596
18,0.004866255447268486,0.03173942557232839
19,0.005059436894953251,0.030262456992775178
20,0.005068034399300814,0.030266954456052566
21,0.004737801384180784,0.0304320800351273
22,0.004468439146876335,0.028861522062461193
23,0.004387078806757927,0.029358736334646644
24,0.004708442836999893,0.027819791286487445
25,0.0045699975453317165,0.027440555809132978
26,0.004175316076725721,0.027819940409133548
27,0.004023206885904074,0.02759965737643161
28,0.004197240807116032,0.025925544169845532
29,0.004079258069396019,0.02593669077100613
30,0.0039570946246385574,0.02493848132421706
31,0.004170973319560289,0.024832036482637414
32,0.004162372089922428,0.025073460243260296
33,0.0038527960423380136,0.024540286060459358
34,0.003765976056456566,0.023784080638363674
35,0.003751817625015974,0.0252070624172409
36,0.003744956338778138,0.0240447348401037
37,0.003738901810720563,0.02235286036869979
38,0.003538326593115926,0.02225773225379174
39,0.0037505992222577333,0.022384917098171603
40,0.00393309211358428,0.02187775862790187
41,0.0037100319750607014,0.0213716528805391
42,0.003481357591226697,0.022057821442511654
43,0.0034480674657970667,0.021982660000505368
44,0.0036075750831514597,0.021018671346571927
45,0.003739819163456559,0.020958299925266176
46,0.003374384017661214,0.021479905441584055
47,0.0033125365152955055,0.0205562057843501
48,0.0033851705957204103,0.02060818751597832
49,0.0033824623096734285,0.0207444479936947
50,0.0032400444615632296,0.01973209306211913
51,0.0032275780104100704,0.019659232858678523
52,0.003285048995167017,0.019977842659665256
53,0.0032354954164475203,0.019999406179335568
54,0.003368999110534787,0.019865217146043314
55,0.003422205802053213,0.019237172839507728
56,0.0031117720063775778,0.018696907659779445
57,0.0031658050138503313,0.019471002447654817
58,0.00325371278449893,0.01857798105285953
59,0.003235558047890663,0.01835911033708479
60,0.003307828912511468,0.01865138839031672
61,0.0032346509397029877,0.018606668724446742
62,0.0031883148476481438,0.017861882793964324
63,0.003059666370972991,0.018476968468831446
64,0.0032092302571982145,0.017744158403809156
65,0.003328602761030197,0.017712217784079977
66,0.003046445781365037,0.018141805662684862
67,0.0031023144256323576,0.017573614421517718
68,0.00300011713989079,0.017929205849266137
69,0.003324169898405671,0.018469898003814766
70,0.0029869277495890856,0.017372744448198817
71,0.003081252332776785,0.017264946387625758
72,0.003237195545807481,0.017199671728219852
73,0.003274922026321292,0.0167765086702579
74,0.002980026649311185,0.017331066787671972
75,0.003204827196896076,0.01698930752747105
76,0.003193444339558482,0.017127553658311975
77,0.0029482252430170774,0.016447675407090915
78,0.003300162497907877,0.017314439051344437
79,0.0031283600255846977,0.016598284309464112
80,0.00289219175465405,0.017247970086357967
81,0.003173235571011901,0.016592741777579814
82,0.003082861891016364,0.01598526555296748
83,0.00292323250323534,0.016439526886440462
84,0.003156666411086917,0.017018624056101477
85,0.003384912619367242,0.016386754539811452
86,0.0029541871044784784,0.016547275703832277
87,0.003373707178980112,0.016630560581707147
88,0.0029531873296946287,0.017515199746815174
89,0.002833522390574217,0.015181603086827665
90,0.00318181817419827,0.016049948178211013
91,0.002939754631370306,0.016214412562483245
92,0.0028778142295777798,0.015993718846636865
93,0.003068626159802079,0.01533257646825382
94,0.0031853653490543365,0.015560626505160609
95,0.002872357377782464,0.015143443000613212
96,0.0033301585353910923,0.015398681861515237
97,0.003571443958207965,0.016003007973264597
98,0.0028884555213153362,0.015749480793627563
99,0.0034938855096697807,0.016011820640767817
