,val_loss,loss
0,0.003291034579654016,0.14677636826507298
1,0.0030532223447293917,0.003167977490021902
2,0.003588277182618867,0.002361964015309272
3,0.0019860576695025106,0.0019737413748801697
4,0.0027345300992629414,0.0020437639389081475
5,0.001738289761651624,0.0019710965865784515
6,0.0018824920695114705,0.0017996607676956508
7,0.0015641987944097274,0.0016470345642111632
8,0.0014073901444207994,0.001393068876939225
9,0.0012166970900280621,0.0013171341951467989
10,0.0012822849640766445,0.0013579549588983969
11,0.0011875300779503651,0.0013043228495846946
12,0.001049647482168138,0.0010119221863202855
13,0.0009619522668897095,0.0014456285440189493
14,0.0009295830764997841,0.0010965192826599465
15,0.001060014940262028,0.000751121205032715
16,0.000792670891871022,0.0010447969301272191
17,0.0017652739685166464,0.000776312434276681
18,0.0009154554890519404,0.0009909080570044769
19,0.0005812643796163431,0.000810484355937192
20,0.0006485217877509996,0.0008200183152152979
21,0.0005311493011226064,0.0006927396972646957
22,0.0005110393178622759,0.0006601411994857612
23,0.0007354968250483847,0.000633628705447873
24,0.0007557864898041547,0.0007206446041795004
25,0.0007429883517017302,0.0008836648724001767
26,0.000574183990963623,0.0007347578775254968
27,0.0007796030416941821,0.0005816364791281325
28,0.0008095070958947319,0.0006374247574489419
29,0.00046541599148156027,0.000571513252467266
30,0.0025792407524932704,0.000548377415648863
31,0.0005282191408330373,0.0005144557126937032
32,0.0005162657882856112,0.0004657140110995413
33,0.00042136144411028943,0.0005935753078720684
34,0.0003629629912090736,0.0005102176685500112
35,0.0008027168643917379,0.0004482447943993053
36,0.0007666168722069178,0.00044204397303053726
37,0.0005070950249655012,0.00038044030926452475
38,0.0005047847502712531,0.00045424345966561103
39,0.0004622870282849874,0.000440202695582619
40,0.00041388435280390913,0.0006061321681942833
41,0.00035381521106727125,0.0003951357829271916
42,0.0003918269410570432,0.0005029702015985483
43,0.00039430914356314685,0.00040685918151481157
44,0.0005928549789997186,0.0004988535403024649
45,0.0008800112955893934,0.0004141705206489821
46,0.0003708425378873307,0.00043806591376908147
47,0.00044362603513564236,0.0004700109210319918
48,0.0003500823612861838,0.0006966997487836657
49,0.00036591089267250904,0.00047846639800047056
50,0.0012228792365601602,0.0005902186260221555
51,0.0004535433535163603,0.0005607471106409502
52,0.0005108567001709648,0.000493827314643253
53,0.000947734839293013,0.000391848676100096
54,0.0006993973833133629,0.0006478090033337471
55,0.0003976626924756414,0.0005217532564056948
56,0.00035939566251869435,0.00047665954383084217
57,0.0003840465474762478,0.00033029759640171844
58,0.0003741622840200998,0.000351490553971101
