,val_loss,val_acc,loss,acc
0,2.2922561168670654,0.005649717524647713,2.3118495509309587,0.05094339631076129
1,2.2665202617645264,0.30790960788726807,2.286353620493187,0.13773584905660377
2,2.2405166625976562,0.6016949415206909,2.2616249468341563,0.3229559746928185
3,2.2134909629821777,0.5932203531265259,2.237119870215842,0.47830188641758087
4,2.1843137741088867,0.6723163723945618,2.2074947018293463,0.5339622646757641
5,2.1521310806274414,0.6977401375770569,2.1800185116581945,0.5531446542379991
6,2.116076946258545,0.694915235042572,2.1481744787228183,0.5635220131784116
7,2.0742053985595703,0.6977401375770569,2.1099232268783283,0.5795597490274681
8,2.0255112648010254,0.700564980506897,2.0672835715911675,0.5792452830938423
9,1.9685943126678467,0.7118644118309021,2.0148553131511378,0.5937106912241042
10,1.901617169380188,0.7175140976905823,1.9626888813462646,0.5896226421092291
11,1.823091983795166,0.7175140976905823,1.8898300614746861,0.6138364789620885
12,1.7326246500015259,0.7118644118309021,1.8086376316142532,0.612264150343601
13,1.6315820217132568,0.6977401375770569,1.717831326880545,0.6084905665625566
14,1.5236444473266602,0.6779661178588867,1.617958723224184,0.6084905661127102
15,1.4148516654968262,0.6355932354927063,1.5134498534712402,0.5977987431130319
16,1.3113694190979004,0.612994372844696,1.4076682955963806,0.6040880500895423
17,1.2202032804489136,0.6214689016342163,1.316854964712131,0.6028301880044757
18,1.1437286138534546,0.6271186470985413,1.2429914336534416,0.5990566031737897
19,1.0800584554672241,0.6355932354927063,1.1626686214650952,0.6163522018576568
20,1.0287374258041382,0.6299434900283813,1.0967152525044088,0.6283018865675296
21,0.9899467825889587,0.6299434900283813,1.0599696355795711,0.6261006287058944
22,0.963331937789917,0.6327683329582214,1.0188454451051148,0.6474842773293549
23,0.9418661594390869,0.6299434900283813,0.9987847673068256,0.6383647796492906
24,0.9219101071357727,0.598870038986206,0.9676875653506825,0.6462264141196725
25,0.9031395316123962,0.6073446273803711,0.9454948120147177,0.6578616351451514
26,0.8853691816329956,0.6242938041687012,0.9258619269484993,0.6657232711150212
27,0.8765786290168762,0.6638417840003967,0.9052840800405298,0.6779874204089806
28,0.8568215370178223,0.6892655491828918,0.8917927124215372,0.6776729550001757
29,0.8395735025405884,0.7062146663665771,0.875918078347572,0.6889937097921311
30,0.8305123448371887,0.7288135886192322,0.8715499221903723,0.6827044024407489
31,0.812724769115448,0.7288135886192322,0.8526754263062147,0.6924528309384232
32,0.7984210252761841,0.7344632744789124,0.825475345392647,0.7106918238243967
33,0.7840688824653625,0.7429378628730774,0.8254960357767981,0.7047169803073571
34,0.7675479650497437,0.7457627058029175,0.8114795363924039,0.7172955978591488
35,0.7530191540718079,0.7514124512672424,0.7833220532105404,0.7305031445791137
36,0.7396456003189087,0.7683615684509277,0.7734790352155577,0.7301886787204622
37,0.7239559888839722,0.7711864113807678,0.7568621226076809,0.7374213832729267
38,0.7069897651672363,0.7683615684509277,0.7526157548592526,0.735220126460933
39,0.6920697689056396,0.790960431098938,0.7326666915941539,0.7408805035945004
40,0.674122154712677,0.7768361568450928,0.7182643921120362,0.7418238989961972
41,0.6611258387565613,0.7768361568450928,0.6934081629387238,0.7591194973051922
42,0.6452293395996094,0.7542372941970825,0.6805394710234876,0.7644654084301594
43,0.6264557242393494,0.7598869800567627,0.6718162047038289,0.7657232708151236
44,0.6104736328125,0.7627118825912476,0.6536402975238345,0.776415095164341
45,0.5991370677947998,0.7683615684509277,0.6430801946412092,0.7792452837686119
46,0.5811980366706848,0.7937853336334229,0.6189593676501101,0.7915094347869825
47,0.5670394897460938,0.8163841962814331,0.6093606994586921,0.7871069186888401
48,0.5545995831489563,0.8163841962814331,0.6035944067457187,0.7880503152151528
49,0.5409473180770874,0.8220338821411133,0.5880065973449803,0.7955974848015503
